pathway_source,pathway,odds_ratio,p_value
r,HS-GAG biosynthesis,0.0,1.0
r,HS-GAG degradation,0.0,1.0
w,HSP90 chaperone cycle for steroid hormone receptors (SHR),0.0,1.0
r,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,0.0,1.0
k,Human papillomavirus infection,0.0,1.0
w,Hunger and satiety,0.0,1.0
k,Huntington disease,0.0,1.0
r,HuR (ELAVL1) binds and stabilizes mRNA,0.0,1.0
r,Hyaluronan biosynthesis and export,0.0,1.0
r,Hyaluronan metabolism,0.0,1.0
r,Hyaluronan uptake and degradation,0.0,1.0
r,Hydrolysis of LPC,0.0,1.0
r,Hydrolysis of LPE,0.0,1.0
r,Hydroxycarboxylic acid-binding receptors,0.0,1.0
k,Hypertrophic cardiomyopathy,0.0,1.0
w,Hypertrophy model,0.0,1.0
w,Hypothesized pathways in pathogenesis of cardiovascular disease,0.0,1.0
w,Hypothetical craniofacial development pathway,0.0,1.0
w,Hypoxia-mediated EMT and stemness,0.0,1.0
r,Hypusine synthesis from eIF5A-lysine,0.0,1.0
w,IDO metabolic pathway,0.0,1.0
w,ID signaling,0.0,1.0
r,IFNG signaling activates MAPKs,0.0,1.0
r,IGF1R signaling cascade,0.0,1.0
r,IkBA variant leads to EDA-ID,0.0,1.0
r,IKBKB deficiency causes SCID,0.0,1.0
r,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),0.0,1.0
r,IKK complex recruitment mediated by RIP1,0.0,1.0
w,IL10 anti-inflammatory signaling,0.0,1.0
w,IL11 signaling,0.0,1.0
w,IL17 signaling,0.0,1.0
k,IL-17 signaling pathway,0.0,1.0
w,IL19 signaling,0.0,1.0
w,IL1 and megakaryocytes in obesity,0.0,1.0
w,IL2 signaling,0.0,1.0
w,IL3 signaling,0.0,1.0
w,IL4 signaling,0.0,1.0
w,IL5 signaling,0.0,1.0
w,IL6 signaling,0.0,1.0
r,IL-6-type cytokine receptor ligand interactions,0.0,1.0
w,IL7 signaling,0.0,1.0
w,IL9 signaling,0.0,1.0
w,Imatinib and chronic myeloid leukemia,0.0,1.0
r,Imatinib-resistant KIT mutants,0.0,1.0
r,Imatinib-resistant PDGFR mutants,0.0,1.0
w,Immune infiltration in pancreatic cancer,0.0,1.0
w,Immune response to tuberculosis,0.0,1.0
r,Impaired BRCA2 binding to PALB2,0.0,1.0
r,Impaired BRCA2 binding to RAD51,0.0,1.0
r,Impaired BRCA2 binding to SEM1 (DSS1),0.0,1.0
r,Impaired BRCA2 translocation to the nucleus,0.0,1.0
r,Inactivation of APC/C via direct inhibition of the APC/C complex,0.0,1.0
r,Inactivation of CDC42 and RAC1,0.0,1.0
r,Inactivation of CSF3 (G-CSF) signaling,0.0,1.0
r,"Inactivation, recovery and regulation of the phototransduction cascade",0.0,1.0
w,Inclusion body myositis,0.0,1.0
r:w,"Incretin synthesis, secretion, and inactivation",0.0,1.0
w,Induction of autophagy and toll-like receptor signaling by graphene oxide ,0.0,1.0
r,Induction of Cell-Cell Fusion,0.0,1.0
r,Infection with Mycobacterium tuberculosis,0.0,1.0
r,Inflammasomes,0.0,1.0
w,Inflammatory response pathway,0.0,1.0
w,Influence of laminopathies on Wnt signaling,0.0,1.0
w,Influenza A virus infection,0.0,1.0
r:w,Influenza Infection,0.0,1.0
r,Influenza Viral RNA Transcription and Replication,0.0,1.0
r,Influenza Virus Induced Apoptosis,0.0,1.0
r,Inhibition of DNA recombination at telomere,0.0,1.0
w,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells,0.0,1.0
r,Inhibition of Host mRNA Processing and RNA Silencing,0.0,1.0
r,Inhibition of membrane repair,0.0,1.0
r,Inhibition of nitric oxide production,0.0,1.0
r,Inhibition of PKR,0.0,1.0
r,Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.0,1.0
r,Inhibition of Signaling by Overexpressed EGFR,0.0,1.0
r,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,0.0,1.0
r,Inhibition of TSC complex formation by PKB,0.0,1.0
r,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,0.0,1.0
r,Initial triggering of complement,0.0,1.0
r,Initiation of Nuclear Envelope (NE) Reformation,0.0,1.0
r,InlA-mediated entry of Listeria monocytogenes into host cells,0.0,1.0
r,InlB-mediated entry of Listeria monocytogenes into host cell,0.0,1.0
k:r:w,Inositol phosphate metabolism,0.0,1.0
r,Inositol transporters,0.0,1.0
r:w,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.0,1.0
r,Insulin effects increased synthesis of Xylulose-5-Phosphate,0.0,1.0
w,Insulin-like Growth Factor-2 mRNA Binding Proteins binding to RNA,0.0,1.0
r,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,0.0,1.0
r:w,Insulin processing,0.0,1.0
r,Insulin receptor recycling,0.0,1.0
r,Insulin receptor signalling cascade,0.0,1.0
w,Insulin signaling in adipocytes (diabetic condition),0.0,1.0
w,Insulin signaling in adipocytes (normal condition),0.0,1.0
k,Insulin signaling pathway,0.0,1.0
w,Integrated breast cancer pathway,0.0,1.0
w,Integrated cancer pathway,0.0,1.0
r:w,Integration of energy metabolism,0.0,1.0
r,Integration of provirus,0.0,1.0
r,Integration of viral DNA into host genomic DNA,0.0,1.0
r,Integrin cell surface interactions,0.0,1.0
w,Integrin-mediated cell adhesion,0.0,1.0
r:w,Integrin signaling,0.0,1.0
r,Interaction between L1 and Ankyrins,0.0,1.0
r,Interaction between PHLDA1 and AURKA,0.0,1.0
w,Interactions between immune cells and microRNAs in tumor microenvironment,0.0,1.0
w,Interactions between LOXL4 and oxidative stress pathway,0.0,1.0
w,Interactions of natural killer cells in pancreatic cancer,0.0,1.0
r,Interactions of Rev with host cellular proteins,0.0,1.0
r,Interactions of Tat with host cellular proteins,0.0,1.0
r,Interactions of Vpr with host cellular proteins,0.0,1.0
r,Interaction With Cumulus Cells And The Zona Pellucida,0.0,1.0
w,Interactome of polycomb repressive complex 2 (PRC2) ,0.0,1.0
r,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,0.0,1.0
r:w,Interconversion of nucleotide di- and triphosphates,0.0,1.0
r,Interconversion of polyamines,0.0,1.0
r:w,Interferon alpha/beta signaling,0.0,1.0
r:w,Interferon gamma signaling,0.0,1.0
w,Interferon-mediated signaling,0.0,1.0
r,Interferon Signaling,0.0,1.0
w,Interferon type I signaling,0.0,1.0
r:w,Interleukin-10 signaling,0.0,1.0
r:w,Interleukin-12 family signaling,0.0,1.0
r,Interleukin-12 signaling,0.0,1.0
r:w,Interleukin-15 signaling,0.0,1.0
r:w,Interleukin-17 signaling,0.0,1.0
r,Interleukin-18 signaling,0.0,1.0
r:w,Interleukin-1 family signaling,0.0,1.0
w,Interleukin-1 (IL-1) structural pathway,0.0,1.0
w,Interleukin-1 induced activation of NF-kB,0.0,1.0
r:w,Interleukin-1 processing,0.0,1.0
r,Interleukin-1 signaling,0.0,1.0
r:w,Interleukin-20 family signaling,0.0,1.0
r,Interleukin-21 signaling,0.0,1.0
r,Interleukin-23 signaling,0.0,1.0
r,Interleukin-27 signaling,0.0,1.0
r:w,Interleukin-2 family signaling,0.0,1.0
r,Interleukin-2 signaling,0.0,1.0
r,Interleukin-33 signaling,0.0,1.0
r,Interleukin-35 Signalling,0.0,1.0
r,Interleukin-36 pathway,0.0,1.0
r,Interleukin-37 signaling,0.0,1.0
r,Interleukin-38 signaling,0.0,1.0
r:w,"Interleukin-3, Interleukin-5 and GM-CSF signaling",0.0,1.0
r:w,Interleukin-4 and Interleukin-13 signaling,0.0,1.0
r:w,Interleukin-6 family signaling,0.0,1.0
r,Interleukin-6 signaling,0.0,1.0
r:w,Interleukin-7 signaling,0.0,1.0
r:w,Interleukin-9 signaling,0.0,1.0
r,Interleukin receptor SHC signaling,0.0,1.0
r:w,Intestinal absorption,0.0,1.0
r,Intestinal hexose absorption,0.0,1.0
k,Intestinal immune network for IgA production,0.0,1.0
r:w,Intestinal infectious diseases,0.0,1.0
r,Intestinal lipid absorption,0.0,1.0
r,Intestinal saccharidase deficiencies,0.0,1.0
r,Intracellular metabolism of fatty acids regulates insulin secretion,0.0,1.0
r:w,Intracellular oxygen transport,0.0,1.0
r,Intracellular signaling by second messengers,0.0,1.0
w,Intracellular trafficking proteins involved in CMT neuropathy,0.0,1.0
r,Intraflagellar transport,0.0,1.0
w,Intraflagellar transport proteins binding to dynein,0.0,1.0
r:w,Intra-Golgi and retrograde Golgi-to-ER traffic,0.0,1.0
r,Intra-Golgi traffic,0.0,1.0
r:w,Intrinsic Pathway for Apoptosis,0.0,1.0
r,Intrinsic Pathway of Fibrin Clot Formation,0.0,1.0
r,Invadopodia formation,0.0,1.0
w,Involvement of &delta;-secretase in neurodegenerative diseases,0.0,1.0
r,Inwardly rectifying K+ channels,0.0,1.0
r:w,Ion channel transport,0.0,1.0
r,Ion homeostasis,0.0,1.0
r,Ion influx/efflux at host-pathogen interface,0.0,1.0
r,Ionotropic activity of kainate receptors,0.0,1.0
r,Ion transport by P-type ATPases,0.0,1.0
r,IRAK1 recruits IKK complex,0.0,1.0
r,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,0.0,1.0
r,IRAK2 mediated activation of TAK1 complex,0.0,1.0
r,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,0.0,1.0
r,IRAK4 deficiency (TLR2/4),0.0,1.0
r,IRAK4 deficiency (TLR5),0.0,1.0
r,IRE1alpha activates chaperones,0.0,1.0
r,IRF3 mediated activation of type 1 IFN,0.0,1.0
r,IRF3-mediated induction of type I IFN,0.0,1.0
w,Irinotecan pathway,0.0,1.0
w,Iron metabolism disorders,0.0,1.0
w,Iron metabolism in placenta,0.0,1.0
w,Iron-sulfur cluster biogenesis,0.0,1.0
r:w,Iron uptake and transport,0.0,1.0
r,IRS activation,0.0,1.0
r,IRS-mediated signalling,0.0,1.0
r,IRS-related events triggered by IGF1R,0.0,1.0
r:w,ISG15 antiviral mechanism,0.0,1.0
w,Isoglobo series sphingolipids,0.0,1.0
w,JAK/STAT pathway,0.0,1.0
w,JAK-STAT signaling in the regulation of beta cells,0.0,1.0
k,JAK-STAT signaling pathway,0.0,1.0
r,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.0,1.0
r,Josephin domain DUBs,0.0,1.0
w,Joubert syndrome,0.0,1.0
w,Kallmann syndrome,0.0,1.0
w,KCNQ2-related epilepsies,0.0,1.0
r,KEAP1-NFE2L2 pathway,0.0,1.0
w,Kennedy pathway from sphingolipids,0.0,1.0
r,Keratan sulfate biosynthesis,0.0,1.0
r,Keratan sulfate degradation,0.0,1.0
r,Keratan sulfate/keratin metabolism,0.0,1.0
r:w,Keratinization,0.0,1.0
w,Ketogenesis and ketolysis,0.0,1.0
r:w,Ketone body metabolism,0.0,1.0
r,Kidney development,0.0,1.0
r,Killing mechanisms,0.0,1.0
r:w,Kinesins,0.0,1.0
w,Kinin-Kallikrein pathway,0.0,1.0
r,KIT mutants bind TKIs,0.0,1.0
w,Kleefstra syndrome,0.0,1.0
w,Krebs cycle disorders,0.0,1.0
r,KSRP (KHSRP) binds and destabilizes mRNA,0.0,1.0
r,KW2449-resistant FLT3 mutants,0.0,1.0
w,Kynurenine pathway and links to cell senescence,0.0,1.0
r,L13a-mediated translational silencing of Ceruloplasmin expression,0.0,1.0
r:w,L1CAM interactions,0.0,1.0
w,Lac-Phe pathway,0.0,1.0
w,Lactate shuttle in glial cells,0.0,1.0
w,Lacto series sphingolipid metabolism,0.0,1.0
r:w,Lactose synthesis,0.0,1.0
r,Lagging Strand Synthesis,0.0,1.0
w,Lamin A processing pathway,0.0,1.0
r,Laminin interactions,0.0,1.0
r:w,Late endosomal microautophagy,0.0,1.0
r,Latent infection - Other responses of Mtb to phagocytosis,0.0,1.0
w,Latent infection - Other responses of Mycobacterium tuberculosis to phagocytosis,0.0,1.0
r,Late Phase of HIV Life Cycle,0.0,1.0
r,Late SARS-CoV-2 Infection Events,0.0,1.0
r,LDL clearance,0.0,1.0
w,LDL- influence on CD14 and TLR4,0.0,1.0
w,LDLRAD4 and what we know about it,0.0,1.0
r,LDL remodeling,0.0,1.0
r,Leading Strand Synthesis,0.0,1.0
r,Lectin pathway of complement activation,0.0,1.0
k,Legionellosis,0.0,1.0
r,Leishmania infection,0.0,1.0
r,Leishmania parasite growth and survival,0.0,1.0
r,Leishmania phagocytosis,0.0,1.0
w,Leptin and adiponectin,0.0,1.0
w,Leptin-insulin signaling overlap,0.0,1.0
w,Leptin signaling,0.0,1.0
r,lestaurtinib-resistant FLT3 mutants,0.0,1.0
w,let-7 inhibition of ES cell reprogramming,0.0,1.0
w,"Leucine, isoleucine and valine metabolism",0.0,1.0
w,Leukocyte-intrinsic Hippo pathway functions,0.0,1.0
w,Leukotriene metabolic pathway,0.0,1.0
r,Leukotriene receptors,0.0,1.0
r,Lewis blood group biosynthesis,0.0,1.0
r:w,LGI-ADAM interactions,0.0,1.0
r,LGK974 inhibits PORCN,0.0,1.0
w,Lidocaine metabolism,0.0,1.0
r,Ligand-receptor interactions,0.0,1.0
r,linifanib-resistant FLT3 mutants,0.0,1.0
r,Linoleic acid (LA) metabolism,0.0,1.0
k,Linoleic acid metabolism,0.0,1.0
w,Linoleic acid metabolism affected by SARS-CoV-2,0.0,1.0
w,Linoleic acid oxylipin metabolism,0.0,1.0
w,Lipid metabolism in senescent cells,0.0,1.0
w,Lipid metabolism pathway,0.0,1.0
r:w,Lipid particle organization,0.0,1.0
w,Lipid particles composition,0.0,1.0
w,Lipid storage and perilipins in skeletal muscle,0.0,1.0
k,Lipoic acid metabolism,0.0,1.0
r:w,Lipophagy,0.0,1.0
r:w,Listeria monocytogenes entry into host cells,0.0,1.0
w,Liver X receptor pathway,0.0,1.0
w,lncRNA in canonical Wnt signaling and colorectal cancer,0.0,1.0
w,lncRNA-mediated mechanisms of therapeutic resistance,0.0,1.0
r,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0.0,1.0
k,Longevity regulating pathway,0.0,1.0
k,Longevity regulating pathway - multiple species,0.0,1.0
r,lorlatinib-resistant ALK mutants,0.0,1.0
r,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.0,1.0
r,Loss of function of MECP2 in Rett syndrome,0.0,1.0
r,Loss of Function of SMAD2/3 in Cancer,0.0,1.0
r,Loss of Function of SMAD4 in Cancer,0.0,1.0
r,Loss of Function of TGFBR1 in Cancer,0.0,1.0
r,Loss of Function of TGFBR2 in Cancer,0.0,1.0
r,Loss of Function of TP53 in Cancer,0.0,1.0
r,Loss of function of TP53 in cancer due to loss of tetramerization ability,0.0,1.0
r,Loss of MECP2 binding ability to 5hmC-DNA,0.0,1.0
r,Loss of MECP2 binding ability to 5mC-DNA,0.0,1.0
r,Loss of MECP2 binding ability to the NCoR/SMRT complex,0.0,1.0
r,Loss of Nlp from mitotic centrosomes,0.0,1.0
r,Loss of phosphorylation of MECP2 at T308,0.0,1.0
r,Loss of proteins required for interphase microtubule organization from the centrosome,0.0,1.0
r,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,0.0,1.0
r,LTC4-CYSLTR mediated IL4 production,0.0,1.0
w,LTF danger signal response pathway,0.0,1.0
w,Lung fibrosis,0.0,1.0
w,Lung pathology of COVID-19,0.0,1.0
r:w,Lysine catabolism,0.0,1.0
k,Lysine degradation,0.0,1.0
r:w,Lysosomal oligosaccharide catabolism,0.0,1.0
r,Lysosome Vesicle Biogenesis,0.0,1.0
r,Lysosphingolipid and LPA receptors,0.0,1.0
r:w,Macroautophagy,0.0,1.0
w,Macrophage markers,0.0,1.0
r:w,Major pathway of rRNA processing in the nucleolus and cytosol,0.0,1.0
w,Major receptors targeted by epinephrine and norepinephrine,0.0,1.0
r:w,Malate-aspartate shuttle,0.0,1.0
w,Male infertility,0.0,1.0
w,Male steroid hormones in cardiomyocyte energy metabolism,0.0,1.0
w,Mammalian disorder of sexual development,0.0,1.0
w,Mammary gland development: embryonic development - stage 1 of 4,0.0,1.0
w,Mammary gland development: involution - stage 4 of 4,0.0,1.0
w,Mammary gland development: pregnancy and lactation - stage 3 of 4,0.0,1.0
w,Mammary gland development: puberty - stage 2 of 4,0.0,1.0
r,Manipulation of host energy metabolism,0.0,1.0
k,Mannose type O-glycan biosynthesis,0.0,1.0
r,MAP2K and MAPK activation,0.0,1.0
w,MAP3K1 role in promoting and blocking gonadal determination,0.0,1.0
r,MAP3K8 (TPL2)-dependent MAPK1/3 activation,0.0,1.0
r,MAPK1 (ERK2) activation,0.0,1.0
r,MAPK1/MAPK3 signaling,0.0,1.0
r,MAPK3 (ERK1) activation,0.0,1.0
r:w,MAPK6/MAPK4 signaling,0.0,1.0
w,MAPK and NFkB signaling inhibited by Yersinia YopJ,0.0,1.0
w,MAPK cascade,0.0,1.0
r,MAPK family signaling cascades,0.0,1.0
r:w,MAP kinase activation,0.0,1.0
w,MAPK pathway in congenital thyroid cancer,0.0,1.0
r:w,MAPK targets/ Nuclear events mediated by MAP kinases,0.0,1.0
w,Markers of kidney cell lineage,0.0,1.0
r,Masitinib-resistant KIT mutants,0.0,1.0
r,MASTL Facilitates Mitotic Progression,0.0,1.0
r,Maternal to zygotic transition (MZT),0.0,1.0
w,Matrix metalloproteinases,0.0,1.0
r,Maturation of hRSV A proteins,0.0,1.0
r,Maturation of nucleoprotein,0.0,1.0
r,Maturation of protein 3a,0.0,1.0
r,Maturation of protein E,0.0,1.0
r,Maturation of replicase proteins,0.0,1.0
r,Maturation of spike protein,0.0,1.0
r,Maturation of TCA enzymes and regulation of TCA cycle,0.0,1.0
k,Maturity onset diabetes of the young,0.0,1.0
w,mBDNF and proBDNF regulation of GABA neurotransmission,0.0,1.0
r,M-decay: degradation of maternal mRNAs by maternally stored factors,0.0,1.0
r,MDK and PTN in ALK signaling,0.0,1.0
k,Measles,0.0,1.0
w,Measles virus infection,0.0,1.0
w,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,0.0,1.0
w,MECP2 and associated Rett syndrome,0.0,1.0
r,MECP2 regulates neuronal receptors and channels,0.0,1.0
r,MECP2 regulates transcription factors,0.0,1.0
r,MECP2 regulates transcription of genes involved in GABA signaling,0.0,1.0
r,MECP2 regulates transcription of neuronal ligands,0.0,1.0
r:w,Meiotic recombination,0.0,1.0
r:w,Melanin biosynthesis,0.0,1.0
k:w,Melanoma,0.0,1.0
w,Melatonin metabolism and effects,0.0,1.0
r,Membrane binding and targetting of GAG proteins,0.0,1.0
r,Membrane Trafficking,0.0,1.0
w,Mesodermal commitment pathway,0.0,1.0
r,Metabolic disorders of biological oxidation enzymes,0.0,1.0
w,Metabolic epileptic disorders,0.0,1.0
w,"Metabolic pathway of LDL, HDL and TG, including diseases",0.0,1.0
w,Metabolic pathways of fibroblasts,0.0,1.0
w,Metabolic reprogramming in colon cancer,0.0,1.0
w,Metabolic reprogramming in pancreatic cancer,0.0,1.0
w,Metabolism of alpha-linolenic acid,0.0,1.0
r:w,Metabolism of amine-derived hormones,0.0,1.0
r,Metabolism of amino acids and derivatives,0.0,1.0
r:w,Metabolism of Angiotensinogen to Angiotensins,0.0,1.0
r,Metabolism of carbohydrates,0.0,1.0
r:w,Metabolism of cofactors,0.0,1.0
w,Metabolism of dichloroethylene by CYP450,0.0,1.0
r,Metabolism of fat-soluble vitamins,0.0,1.0
r:w,Metabolism of folate and pterines,0.0,1.0
r,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,0.0,1.0
r,Metabolism of ingested MeSeO2H into MeSeH,0.0,1.0
r,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",0.0,1.0
r:w,Metabolism of nitric oxide: NOS3 activation and regulation,0.0,1.0
r:w,Metabolism of non-coding RNA,0.0,1.0
r,Metabolism of nucleotides,0.0,1.0
r:w,Metabolism of polyamines,0.0,1.0
r:w,Metabolism of porphyrins,0.0,1.0
r,Metabolism of RNA,0.0,1.0
r,Metabolism of serotonin,0.0,1.0
w,Metabolism of sphingolipids in ER and Golgi apparatus,0.0,1.0
r:w,Metabolism of steroid hormones,0.0,1.0
r,Metabolism of steroids,0.0,1.0
w,Metabolism of tetrahydrocannabinol (THC),0.0,1.0
r:w,Metabolism of vitamin K,0.0,1.0
r,Metabolism of vitamins and cofactors,0.0,1.0
r:w,Metabolism of water-soluble vitamins and cofactors,0.0,1.0
k,Metabolism of xenobiotics by cytochrome P450,0.0,1.0
r,MET activates PI3K/AKT signaling,0.0,1.0
r,MET activates PTK2 signaling,0.0,1.0
r,MET activates PTPN11,0.0,1.0
r,MET activates RAP1 and RAC1,0.0,1.0
r,MET activates RAS signaling,0.0,1.0
r,MET activates STAT3,0.0,1.0
r,Metal ion SLC transporters,0.0,1.0
r,Metalloprotease DUBs,0.0,1.0
r:w,Metallothioneins bind metals,0.0,1.0
r,Metal sequestration by antimicrobial proteins,0.0,1.0
w,Metapathway biotransformation Phase I and II,0.0,1.0
w,Metastatic brain tumor,0.0,1.0
w,Methionine de novo and salvage pathway,0.0,1.0
w,Methionine metabolism leading to sulfur amino acids and related disorders,0.0,1.0
r,Methionine salvage pathway,0.0,1.0
r,Methylation,0.0,1.0
r,Methylation of MeSeH for excretion,0.0,1.0
w,Methylation pathways,0.0,1.0
r,MET interacts with TNS proteins,0.0,1.0
w,MET in type 1 papillary renal cell carcinoma,0.0,1.0
r,MET promotes cell motility,0.0,1.0
r,MET Receptor Activation,0.0,1.0
r,MET receptor recycling,0.0,1.0
w,Mevalonate arm of cholesterol biosynthesis pathway,0.0,1.0
w,Mevalonate arm of cholesterol biosynthesis pathway with inhibitors,0.0,1.0
w,Mevalonate pathway,0.0,1.0
w,MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement,0.0,1.0
w,MFAP5-mediated ovarian cancer cell motility and invasiveness,0.0,1.0
r,MGMT-mediated DNA damage reversal,0.0,1.0
r:w,MHC class II antigen presentation,0.0,1.0
r,Microbial modulation of RIPK1-mediated regulated necrosis,0.0,1.0
w,Microglia pathogen phagocytosis pathway,0.0,1.0
w,MicroRNA for targeting cancer growth and vascularization in glioblastoma,0.0,1.0
r,MicroRNA (miRNA) biogenesis,0.0,1.0
w,MicroRNA network associated with chronic lymphocytic leukemia,0.0,1.0
w,Microtubule cytoskeleton regulation,0.0,1.0
r,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,0.0,1.0
r,midostaurin-resistant FLT3 mutants,0.0,1.0
k,Mineral absorption,0.0,1.0
r:w,Mineralocorticoid biosynthesis,0.0,1.0
r,Minus-strand DNA synthesis,0.0,1.0
w,mir-124 predicted interactions with cell cycle and differentiation ,0.0,1.0
w,miR-222 in exercise-induced cardiac growth,0.0,1.0
w,miR-509-3p alteration of YAP1/ECM axis,0.0,1.0
w,miR-517 relationship with ARCN1 and USP1,0.0,1.0
w,miRNA biogenesis,0.0,1.0
w,miRNA degrading enzymes,0.0,1.0
w,miRNA regulation of DNA damage response,0.0,1.0
w,miRNA regulation of p53 pathway in prostate cancer,0.0,1.0
w,miRNA regulation of prostate cancer signaling,0.0,1.0
w,miRNA role in immune response in sepsis,0.0,1.0
w,miRNAs involved in DNA damage response,0.0,1.0
w,miRNA targets in ECM and membrane receptors,0.0,1.0
r,Miro GTPase Cycle,0.0,1.0
w,miR-targeted genes in adipocytes,0.0,1.0
w,miR-targeted genes in leukocytes,0.0,1.0
w,miR-targeted genes in squamous cell,0.0,1.0
r,Miscellaneous substrates,0.0,1.0
r:w,Miscellaneous transport and binding events,0.0,1.0
k:r:w,Mismatch repair,0.0,1.0
r,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),0.0,1.0
r,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),0.0,1.0
r,MITF-M-dependent gene expression,0.0,1.0
r,MITF-M-regulated melanocyte development,0.0,1.0
r,Mitochondrial ABC transporters,0.0,1.0
w,Mitochondrial beta-oxidation,0.0,1.0
r:w,Mitochondrial biogenesis,0.0,1.0
r:w,Mitochondrial calcium ion transport,0.0,1.0
w,Mitochondrial complex I assembly model OXPHOS system,0.0,1.0
w,Mitochondrial complex II assembly,0.0,1.0
w,Mitochondrial complex III assembly,0.0,1.0
w,Mitochondrial complex IV assembly,0.0,1.0
r:w,Mitochondrial Fatty Acid Beta-Oxidation,0.0,1.0
r,mitochondrial fatty acid beta-oxidation of saturated fatty acids,0.0,1.0
r,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,0.0,1.0
w,Mitochondrial fatty acid oxidation disorders,0.0,1.0
w,Mitochondrial fatty acid synthesis and respiration,0.0,1.0
w,Mitochondrial fatty acid synthesis pathway,0.0,1.0
w,Mitochondrial gene expression,0.0,1.0
w,Mitochondrial immune response to SARS-CoV-2,0.0,1.0
r:w,Mitochondrial iron-sulfur cluster biogenesis,0.0,1.0
w,Mitochondrial long chain fatty acid beta-oxidation,0.0,1.0
r,Mitochondrial protein degradation,0.0,1.0
r:w,Mitochondrial protein import,0.0,1.0
r,Mitochondrial RNA degradation,0.0,1.0
r,Mitochondrial transcription initiation,0.0,1.0
r,Mitochondrial transcription termination,0.0,1.0
r:w,Mitochondrial translation,0.0,1.0
r,Mitochondrial translation elongation,0.0,1.0
r,Mitochondrial translation initiation,0.0,1.0
r,Mitochondrial translation termination,0.0,1.0
r,Mitochondrial tRNA aminoacylation,0.0,1.0
r,Mitochondrial Uncoupling,0.0,1.0
r:w,Mitophagy,0.0,1.0
k,Mitophagy - animal,0.0,1.0
r,Mitotic Anaphase,0.0,1.0
r:w,Mitotic G1 phase and G1/S transition,0.0,1.0
r:w,Mitotic G2-G2/M phases,0.0,1.0
r,Mitotic Metaphase/Anaphase Transition,0.0,1.0
r:w,Mitotic Metaphase and Anaphase,0.0,1.0
r:w,Mitotic Prometaphase,0.0,1.0
r,Mitotic Spindle Checkpoint,0.0,1.0
r:w,Mitotic Telophase/Cytokinesis,0.0,1.0
w,Model for regulation of MSMP expression in cancer cells and its proangiogenic role in ovarian tumors,0.0,1.0
w,Modular map of bradykinin signaling network,0.0,1.0
r,Modulation by Mtb of host immune system,0.0,1.0
w,Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids,0.0,1.0
w,Molecular pathway for oxidative stress 1.0,0.0,1.0
r,Molecules associated with elastic fibres,0.0,1.0
r,Molybdenum cofactor biosynthesis,0.0,1.0
w,Molybdenum cofactor (Moco) biosynthesis,0.0,1.0
w,Monoamine GPCRs,0.0,1.0
w,Monoamine transport,0.0,1.0
k,Motor proteins,0.0,1.0
r,MPS I - Hurler syndrome,0.0,1.0
r,MPS II - Hunter syndrome,0.0,1.0
r,MPS IIIA - Sanfilippo syndrome A,0.0,1.0
r,MPS IIIB - Sanfilippo syndrome B,0.0,1.0
r,MPS IIIC - Sanfilippo syndrome C,0.0,1.0
r,MPS IIID - Sanfilippo syndrome D,0.0,1.0
r,MPS IV - Morquio syndrome A,0.0,1.0
r,MPS IV - Morquio syndrome B,0.0,1.0
r,MPS IX - Natowicz syndrome,0.0,1.0
r,MPS VII - Sly syndrome,0.0,1.0
r,MPS VI - Maroteaux-Lamy syndrome,0.0,1.0
r,mRNA 3'-end processing,0.0,1.0
r:w,mRNA Capping,0.0,1.0
r,mRNA decay by 3' to 5' exoribonuclease,0.0,1.0
r,mRNA decay by 5' to 3' exoribonuclease,0.0,1.0
r:w,mRNA Editing,0.0,1.0
r,mRNA Editing: A to I Conversion,0.0,1.0
r,mRNA Editing: C to U Conversion,0.0,1.0
w,mRNA processing,0.0,1.0
w,"mRNA, protein, and metabolite inducation pathway by cyclosporin A",0.0,1.0
